option,bid,bid_size,ask,ask_size,iv,open_interest,volume,delta,gamma,vega,theta,rho,theo,change,open,high,low,tick,last_trade_price,last_trade_time,percent_change,prev_day_close
SPY280121C00955000,8.63,340.0,8.71,339.0,0.1343,275.0,0.0,0.1542,0.002,2.1468,-0.0269,1.4587,8.6434,0.0,0.0,0.0,0.0,down,9.37,2026-09-01T14:51:04,0.0,9.39999961853027
SPY280121P00955000,192.5,20.0,197.31,20.0,0.1935,0.0,0.0,-1.0,0.0,0.0,-0.0094,-0.1571,194.6601,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,191.069999694824
SPY280121C00960000,8.02,348.0,8.08,2.0,0.1339,792.0,1.0,0.1456,0.002,2.071,-0.0258,1.3788,8.0299,-0.665,8.08,8.08,8.08,down,8.08,2026-09-14T10:03:02,-7.60434,8.74499988555908
SPY280121P00960000,197.5,20.0,202.3,20.0,0.1967,0.0,0.0,-1.0,0.0,0.0,-0.0089,-0.1579,199.6566,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,196.059997558594
SPY280121C00965000,7.45,360.0,7.52,360.0,0.1336,1311.0,0.0,0.1374,0.0019,1.996,-0.0248,1.3031,7.4551,0.0,0.0,0.0,0.0,down,9.18,2026-09-04T14:53:05,0.0,8.13500022888184
SPY280121P00965000,202.5,20.0,207.3,20.0,0.1993,0.0,0.0,-1.0,0.0,0.0,-0.0085,-0.1587,204.653,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,201.059997558594
SPY280121C00970000,6.91,371.0,6.97,2.0,0.1333,1411.0,0.0,0.1296,0.0018,1.9226,-0.0238,1.2305,6.9175,0.0,0.0,0.0,0.0,down,7.26,2026-09-10T09:49:15,0.0,7.55999994277954
SPY280121P00970000,207.5,20.0,212.3,20.0,0.2024,0.0,0.0,-1.0,0.0,0.0,-0.008,-0.1596,209.6495,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,206.059997558594
SPY280121C00975000,6.42,383.0,6.47,5.0,0.133,98.0,0.0,0.1221,0.0017,1.8506,-0.0228,1.1604,6.4218,0.0,0.0,0.0,0.0,down,8.59,2026-09-03T13:25:53,0.0,7.02500009536743
SPY280121P00975000,212.5,20.0,217.29,20.0,0.2056,0.0,0.0,-1.0,0.0,0.0,-0.0076,-0.1604,214.6459,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,211.055000305176
SPY280121C00980000,5.95,398.0,6.03,392.0,0.1328,432.0,3.0,0.115,0.0017,1.7785,-0.0218,1.0926,5.9575,-0.81,5.72,5.72,5.72,no_change,5.72,2026-09-14T10:40:56,-12.4043,6.52999997138977
SPY280121P00980000,217.5,20.0,222.29,20.0,0.2089,0.0,0.0,-1.0,0.0,0.0,-0.0071,-0.1612,219.6424,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,216.059997558594
SPY280121C00985000,5.53,18.0,5.57,2.0,0.1325,46.0,0.0,0.1083,0.0016,1.7081,-0.0208,1.0295,5.5302,0.0,0.0,0.0,0.0,down,6.29,2026-09-01T13:51:44,0.0,6.05999994277954
SPY280121P00985000,222.5,20.0,227.29,20.0,0.2116,0.0,0.0,-1.0,0.0,0.0,-0.0067,-0.162,224.6389,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,221.059997558594
SPY280121C00990000,5.13,18.0,5.17,2.0,0.1323,734.0,0.0,0.102,0.0015,1.6394,-0.0199,0.9704,5.1337,0.0,0.0,0.0,0.0,down,5.38,2026-09-10T09:30:25,0.0,5.61500000953674
SPY280121P00990000,227.5,20.0,232.28,20.0,0.215,0.0,0.0,-1.0,0.0,0.0,-0.0062,-0.1628,229.6353,0.0,0.0,0.0,0.0,up,244.11,2026-07-17T10:45:20,0.0,226.059997558594
SPY280121C00995000,4.76,20.0,4.8,2.0,0.1321,235.0,666.0,0.096,0.0015,1.573,-0.019,0.9144,4.7649,-0.525,4.7,4.7,4.57,up,4.69,2026-09-14T11:32:31,-10.0671,5.21499991416931
SPY280121P00995000,232.5,20.0,237.28,20.0,0.2181,0.0,0.0,-1.0,0.0,0.0,-0.0058,-0.1636,234.6318,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,231.050003051758
SPY280121C01000000,4.42,404.0,4.45,5.0,0.1319,16685.0,553.0,0.0903,0.0014,1.5086,-0.0182,0.8605,4.424,-0.37,4.36,4.53,4.17,down,4.47,2026-09-14T11:54:10,-7.64463,4.84000015258789
SPY280121P01000000,237.5,20.0,242.28,20.0,0.2204,1.0,0.0,-1.0,0.0,0.0,-0.0054,-0.1645,239.6282,0.0,0.0,0.0,0.0,down,253.47,2026-07-20T12:30:58,0.0,236.044998168945
SPY280121C01005000,4.1,19.0,4.14,295.0,0.1318,1259.0,0.0,0.0849,0.0013,1.4457,-0.0173,0.809,4.1084,0.0,0.0,0.0,0.0,down,4.33,2026-09-10T11:45:47,0.0,4.49499988555908
SPY280121P01005000,242.5,20.0,247.27,20.0,0.2238,0.0,0.0,-1.0,0.0,0.0,-0.0049,-0.1653,244.6247,0.0,0.0,0.0,0.0,up,323.5,2025-11-10T15:28:24,0.0,241.044998168945
SPY280121C01010000,3.82,20.0,3.84,2.0,0.1318,5802.0,0.0,0.0799,0.0013,1.3844,-0.0165,0.7609,3.8174,0.0,0.0,0.0,0.0,down,5.24,2026-08-24T10:30:14,0.0,4.17000007629394
SPY280121P01010000,247.5,20.0,252.27,20.0,0.2266,0.0,0.0,-1.0,0.0,0.0,-0.0044,-0.1661,249.6211,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,246.040000915527
SPY280121C01015000,3.55,20.0,3.57,307.0,0.1317,6719.0,0.0,0.0752,0.0012,1.3251,-0.0158,0.7163,3.5482,0.0,0.0,0.0,0.0,down,3.98,2026-09-01T15:53:09,0.0,3.88500010967255
SPY280121P01015000,252.5,20.0,257.27,20.0,0.2295,0.0,0.0,-1.0,0.0,0.0,-0.004,-0.1669,254.6176,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,251.050003051758
SPY280121C01020000,3.3,21.0,3.32,312.0,0.1317,5134.0,0.0,0.0707,0.0012,1.2684,-0.015,0.6747,3.3003,0.0,0.0,0.0,0.0,no_change,3.33,2026-09-10T14:50:50,0.0,3.60999989509582
SPY280121P01020000,257.5,20.0,262.27,20.0,0.2326,0.0,0.0,-1.0,0.0,0.0,-0.0036,-0.1678,259.6141,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,256.040000915527
SPY280121C01025000,3.07,21.0,3.08,2.0,0.1317,5175.0,4.0,0.0665,0.0011,1.214,-0.0144,0.6351,3.0706,-0.395,2.96,2.96,2.96,no_change,2.96,2026-09-14T10:45:58,-11.7735,3.3549998998642
SPY280121P01025000,262.5,20.0,267.0,1.0,0.2353,0.0,0.0,-1.0,0.0,0.0,-0.0031,-0.1686,264.6105,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,261.035003662109
SPY280121C01030000,2.86,21.0,2.87,323.0,0.1318,6297.0,0.0,0.0626,0.0011,1.1618,-0.0137,0.5973,2.8587,0.0,0.0,0.0,0.0,down,2.87,2026-09-10T14:50:04,0.0,3.12000000476837
SPY280121P01030000,267.41,20.0,272.0,20.0,0.238,0.0,0.0,-1.0,0.0,0.0,-0.0027,-0.1694,269.607,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,266.035003662109
SPY280121C01035000,2.66,22.0,2.67,2.0,0.1318,1747.0,0.0,0.0589,0.001,1.1113,-0.0131,0.5618,2.6634,0.0,0.0,0.0,0.0,no_change,2.68,2026-09-10T14:49:59,0.0,2.90000009536743
SPY280121P01035000,272.41,20.0,277.0,20.0,0.2412,0.0,0.0,-1.0,0.0,0.0,-0.0022,-0.1702,274.6034,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,271.035003662109
SPY280121C01040000,2.48,22.0,2.49,331.0,0.1319,2296.0,0.0,0.0555,0.001,1.0627,-0.0125,0.5288,2.4832,0.0,0.0,0.0,0.0,up,2.78,2026-09-11T10:38:03,0.0,2.70000004768372
SPY280121P01040000,277.41,20.0,282.0,20.0,0.2438,0.0,0.0,-1.0,0.0,0.0,-0.0018,-0.171,279.5999,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,276.029998779297
SPY280121C01045000,2.31,23.0,2.33,1544.0,0.132,4336.0,5.0,0.0522,0.0009,1.016,-0.0119,0.4983,2.3168,-0.295,2.22,2.22,2.22,down,2.22,2026-09-14T10:50:51,-11.7296,2.51499998569489
SPY280121P01045000,282.41,20.0,287.0,20.0,0.2466,0.0,0.0,-1.0,0.0,0.0,-0.0013,-0.1719,284.5963,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,281.029998779297
SPY280121C01050000,2.15,809.0,2.17,5.0,0.1321,7082.0,51.0,0.0492,0.0009,0.9712,-0.0113,0.4696,2.1608,-0.185,2.09,2.16,2.04,up,2.16,2026-09-14T11:40:45,-7.88912,2.34499990940094
SPY280121P01050000,287.4,20.0,292.0,20.0,0.2494,0.0,0.0,-1.0,0.0,0.0,-0.0009,-0.1727,289.5928,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,286.024993896484
SPY280121C01055000,2.01,830.0,2.03,830.0,0.1323,7310.0,0.0,0.0464,0.0008,0.9295,-0.0108,0.443,2.0214,0.0,0.0,0.0,0.0,down,2.07,2026-09-10T16:13:58,0.0,2.19500005245209
SPY280121P01055000,292.4,20.0,297.0,20.0,0.2519,0.0,0.0,-1.0,0.0,0.0,-0.0004,-0.1735,294.5893,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,291.035003662109
SPY280121C01060000,1.88,847.0,1.9,847.0,0.1325,6384.0,0.0,0.0437,0.0008,0.8894,-0.0103,0.4175,1.8905,0.0,0.0,0.0,0.0,up,2.14,2026-09-11T09:51:31,0.0,2.04999995231628
SPY280121P01060000,297.4,20.0,302.0,20.0,0.2548,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1743,299.5857,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,296.024993896484
SPY280121C01065000,1.76,867.0,1.78,867.0,0.1327,4640.0,0.0,0.0412,0.0008,0.8506,-0.0099,0.3932,1.768,0.0,0.0,0.0,0.0,no_change,2.21,2026-09-08T09:33:42,0.0,1.91499996185303
SPY280121P01065000,302.39,20.0,307.0,20.0,0.2511,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1751,304.5822,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,301.020004272461
SPY280121C01070000,1.65,885.0,1.66,404.0,0.1329,2120.0,250.0,0.0389,0.0007,0.8142,-0.0094,0.3712,1.6583,-0.2,1.59,1.59,1.59,down,1.59,2026-09-14T10:29:41,-11.1732,1.78999996185303
SPY280121P01070000,307.39,20.0,312.0,20.0,0.2538,0.0,0.0,-1.0,0.0,0.0,0.0,-0.176,309.5786,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,306.020004272461
SPY280121C01075000,1.54,908.0,1.56,908.0,0.1332,1293.0,0.0,0.0368,0.0007,0.779,-0.009,0.3506,1.5554,0.0,0.0,0.0,0.0,down,1.74,2026-09-11T10:37:52,0.0,1.68000000715256
SPY280121P01075000,312.39,20.0,317.0,20.0,0.2565,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1768,314.5751,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,311.024993896484
SPY280121C01080000,1.45,921.0,1.46,926.0,0.1334,306.0,1.0,0.0347,0.0006,0.7453,-0.0086,0.3314,1.4589,-0.18,1.39,1.39,1.39,down,1.39,2026-09-14T11:02:37,-11.465,1.56999999284744
SPY280121P01080000,317.38,20.0,322.0,20.0,0.259,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1776,319.5716,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,316.014999389648
SPY280121C01085000,1.36,937.0,1.37,938.0,0.1337,22.0,0.0,0.0328,0.0006,0.7137,-0.0082,0.3136,1.3708,0.0,0.0,0.0,0.0,up,2.97,2026-08-13T13:35:53,0.0,1.47500002384186
SPY280121P01085000,322.38,20.0,327.0,20.0,0.2617,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1784,324.568,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,321.014999389648
SPY280121C01090000,1.28,952.0,1.29,957.0,0.134,207.0,0.0,0.0311,0.0006,0.6837,-0.0079,0.2967,1.2893,0.0,0.0,0.0,0.0,no_change,1.81,2026-08-20T14:05:16,0.0,1.38999998569489
SPY280121P01090000,327.38,20.0,332.0,20.0,0.2643,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1792,329.5645,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,326.020004272461
SPY280121C01095000,1.2,972.0,1.22,972.0,0.1344,1.0,0.0,0.0294,0.0006,0.6555,-0.0076,0.2808,1.2148,0.0,0.0,0.0,0.0,up,2.56,2026-08-10T11:06:45,0.0,1.29999995231628
SPY280121P01095000,332.37,20.0,337.0,20.0,0.2668,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1801,334.5609,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,331.020004272461
SPY280121C01100000,1.13,985.0,1.15,985.0,0.1348,797.0,48.0,0.0279,0.0005,0.6284,-0.0072,0.2658,1.1449,-0.075,1.07,1.15,1.07,up,1.15,2026-09-14T11:40:45,-6.12245,1.22500002384186
SPY280121P01100000,337.37,20.0,342.0,20.0,0.2694,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1809,339.5574,0.0,0.0,0.0,0.0,down,437.53,2025-11-19T11:15:11,0.0,336.014999389648
SPY280121C01105000,1.07,993.0,1.08,998.0,0.1351,346.0,0.0,0.0264,0.0005,0.6022,-0.0069,0.2516,1.0789,0.0,0.0,0.0,0.0,no_change,1.36,2026-08-31T15:29:21,0.0,1.15499997138977
SPY280121P01105000,342.37,20.0,347.0,20.0,0.272,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1817,344.5538,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,341.014999389648
SPY280121C01110000,1.01,1005.0,1.02,1010.0,0.1355,67.0,10.0,0.0251,0.0005,0.5776,-0.0066,0.2387,1.0189,-0.12,0.97,0.97,0.97,down,0.97,2026-09-14T10:43:18,-11.0092,1.0900000333786
SPY280121P01110000,347.37,20.0,352.0,20.0,0.2746,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1825,349.5503,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,346.005004882812
SPY280121C01115000,0.95,1018.0,0.97,1017.0,0.1359,7.0,0.0,0.0238,0.0005,0.5542,-0.0064,0.2267,0.9632,0.0,0.0,0.0,0.0,down,0.98,2026-09-10T14:41:05,0.0,1.02999997138977
SPY280121P01115000,352.36,20.0,357.0,20.0,0.277,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1834,354.5468,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,351.0
SPY280121C01120000,0.9,1033.0,0.91,1028.0,0.1363,207.0,0.0,0.0226,0.0004,0.5321,-0.0061,0.2156,0.9117,0.0,0.0,0.0,0.0,up,1.01,2026-09-11T13:06:13,0.0,0.969999998807907
SPY280121P01120000,357.36,20.0,362.0,20.0,0.2795,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1842,359.5432,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,356.004989624023
SPY280121C01125000,0.85,1040.0,0.87,1040.0,0.1368,33.0,0.0,0.0215,0.0004,0.5111,-0.0059,0.205,0.8635,0.0,0.0,0.0,0.0,up,1.2,2026-09-03T15:38:10,0.0,0.9200000166893
SPY280121P01125000,362.36,20.0,367.0,20.0,0.2821,0.0,0.0,-1.0,0.0,0.0,0.0,-0.185,364.5397,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,360.994995117188
SPY280121C01130000,0.81,1049.0,0.82,1044.0,0.1372,77.0,0.0,0.0205,0.0004,0.4911,-0.0057,0.195,0.8187,0.0,0.0,0.0,0.0,down,1.13,2026-08-20T15:16:38,0.0,0.870000004768372
SPY280121P01130000,367.35,20.0,372.0,20.0,0.2844,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1858,369.5361,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,365.994995117188
SPY280121C01135000,0.77,1050.0,0.78,1044.0,0.1377,126.0,0.0,0.0195,0.0004,0.4719,-0.0054,0.1854,0.7761,0.0,0.0,0.0,0.0,down,0.9,2026-09-01T11:09:11,0.0,0.8299999833107
SPY280121P01135000,372.35,20.0,377.0,20.0,0.2869,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1866,374.5326,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,370.990005493164
SPY280121C01140000,0.73,1048.0,0.74,1044.0,0.1381,162.0,300.0,0.0186,0.0004,0.4542,-0.0052,0.1767,0.738,-0.075,0.71,0.71,0.71,no_change,0.71,2026-09-14T10:33:04,-9.55414,0.784999996423721
SPY280121P01140000,377.35,20.0,382.0,20.0,0.2894,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1875,379.529,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,375.990005493164
SPY280121C01150000,0.67,1045.0,0.68,1045.0,0.1394,484.0,500.0,0.0169,0.0003,0.4208,-0.0049,0.1605,0.668,-0.055,0.66,0.66,0.66,no_change,0.66,2026-09-14T10:34:09,-7.69231,0.715000003576279
SPY280121P01150000,387.34,20.0,392.0,20.0,0.2942,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1891,389.522,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,385.985000610352
SPY280121C01160000,0.61,1045.0,0.62,1045.0,0.1405,57.0,0.0,0.0154,0.0003,0.3906,-0.0045,0.1466,0.6069,0.0,0.0,0.0,0.0,down,0.76,2026-08-31T13:33:00,0.0,0.650000005960464
SPY280121P01160000,397.33,20.0,402.0,20.0,0.2989,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1907,399.5149,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,395.979995727539
SPY280121C01170000,0.56,1045.0,0.57,1045.0,0.1417,82.0,0.0,0.0141,0.0003,0.3634,-0.0042,0.1344,0.554,0.0,0.0,0.0,0.0,down,0.74,2026-09-03T14:50:31,0.0,0.594999998807907
SPY280121P01170000,407.33,20.0,412.0,20.0,0.3037,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1924,409.5078,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,405.979995727539
SPY280121C01180000,0.51,1045.0,0.53,1045.0,0.1428,813.0,0.0,0.013,0.0003,0.3386,-0.004,0.1232,0.5066,0.0,0.0,0.0,0.0,down,0.72,2026-08-24T09:32:12,0.0,0.550000011920929
SPY280121P01180000,417.32,20.0,422.0,20.0,0.3083,0.0,0.0,-1.0,0.0,0.0,0.0,-0.194,419.5007,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,415.975006103516
SPY280121C01190000,0.47,1045.0,0.49,1045.0,0.1441,46.0,0.0,0.012,0.0002,0.3165,-0.0037,0.1134,0.466,0.0,0.0,0.0,0.0,down,0.63,2026-07-29T15:25:46,0.0,0.504999995231628
SPY280121P01190000,427.31,20.0,432.0,20.0,0.3129,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1957,429.4936,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,425.970001220703
SPY280121C01200000,0.44,1045.0,0.45,1045.0,0.1453,1812.0,0.0,0.0111,0.0002,0.2964,-0.0035,0.1046,0.4298,0.0,0.0,0.0,0.0,down,0.48,2026-09-10T09:59:11,0.0,0.469999998807907
SPY280121P01200000,437.31,20.0,442.0,20.0,0.3176,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1973,439.4865,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,435.964996337891
SPY280121C01210000,0.41,1044.0,0.42,1049.0,0.1466,48.0,0.0,0.0102,0.0002,0.2779,-0.0033,0.0968,0.3976,0.0,0.0,0.0,0.0,up,0.76,2026-08-06T10:49:39,0.0,0.435000002384186
SPY280121P01210000,447.3,20.0,452.0,20.0,0.3221,0.0,0.0,-1.0,0.0,0.0,0.0,-0.1989,449.4795,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,445.960006713867
SPY280121C01220000,0.38,1045.0,0.39,1044.0,0.1478,41.0,0.0,0.0095,0.0002,0.2614,-0.0031,0.09,0.3695,0.0,0.0,0.0,0.0,no_change,0.85,2026-06-23T09:30:01,0.0,0.405000001192093
SPY280121P01220000,457.29,20.0,462.0,20.0,0.3265,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2006,459.4724,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,455.960006713867
SPY280121C01230000,0.35,1045.0,0.37,1045.0,0.1491,51.0,0.0,0.0089,0.0002,0.2462,-0.0029,0.0839,0.3442,0.0,0.0,0.0,0.0,down,0.52,2026-07-27T09:30:00,0.0,0.379999995231628
SPY280121P01230000,467.29,20.0,472.0,20.0,0.3311,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2022,469.4653,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,465.955001831055
SPY280121C01240000,0.33,1049.0,0.34,1044.0,0.1503,155.0,0.0,0.0083,0.0002,0.2324,-0.0028,0.0784,0.3218,0.0,0.0,0.0,0.0,down,0.61,2026-07-17T11:33:49,0.0,0.350000008940697
SPY280121P01240000,477.28,20.0,482.0,20.0,0.3354,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2039,479.4582,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,475.949996948242
SPY280121C01250000,0.31,1044.0,0.32,1045.0,0.1517,322.0,0.0,0.0078,0.0002,0.2199,-0.0027,0.0733,0.3018,0.0,0.0,0.0,0.0,down,0.32,2026-09-10T10:24:36,0.0,0.329999998211861
SPY280121P01250000,487.28,20.0,492.0,20.0,0.3399,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2055,489.4511,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,485.945007324219
SPY280121C01260000,0.29,1045.0,0.3,1045.0,0.1529,140.0,0.0,0.0073,0.0001,0.2085,-0.0025,0.0688,0.2839,0.0,0.0,0.0,0.0,down,0.32,2026-09-10T14:05:29,0.0,0.310000002384186
SPY280121P01260000,497.27,20.0,502.0,20.0,0.3442,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2072,499.444,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,495.945007324219
SPY280121C01270000,0.27,1045.0,0.29,1045.0,0.1543,142.0,0.0,0.0069,0.0001,0.198,-0.0024,0.0647,0.2678,0.0,0.0,0.0,0.0,no_change,0.3,2026-09-10T16:01:45,0.0,0.290000006556511
SPY280121P01270000,507.26,20.0,512.0,20.0,0.3484,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2088,509.4369,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,505.940002441406
SPY280121C01280000,0.25,1045.0,0.27,1045.0,0.1554,188.0,0.0,0.0065,0.0001,0.1884,-0.0023,0.061,0.2533,0.0,0.0,0.0,0.0,no_change,0.3,2026-09-10T09:30:02,0.0,0.275000005960464
SPY280121P01280000,517.26,20.0,522.0,20.0,0.3528,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2104,519.4299,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,515.934997558594
SPY280121C01290000,0.24,1045.0,0.26,1045.0,0.157,352.0,0.0,0.0061,0.0001,0.1796,-0.0022,0.0577,0.2402,0.0,0.0,0.0,0.0,up,0.48,2026-08-13T10:08:56,0.0,0.260000005364418
SPY280121P01290000,527.25,20.0,532.0,20.0,0.3569,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2121,529.4228,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,525.929992675781
SPY280121C01300000,0.23,1045.0,0.24,1045.0,0.1581,856.0,0.0,0.0058,0.0001,0.1714,-0.0021,0.0547,0.2284,0.0,0.0,0.0,0.0,up,0.33,2026-08-25T15:08:22,0.0,0.244999997317791
SPY280121P01300000,537.24,20.0,542.0,20.0,0.361,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2137,539.4157,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,535.924987792969
SPY280121C01310000,0.21,1045.0,0.23,1045.0,0.1592,203.0,0.0,0.0055,0.0001,0.1639,-0.0021,0.052,0.2175,0.0,0.0,0.0,0.0,down,0.24,2026-09-02T11:45:29,0.0,0.229999996721745
SPY280121P01310000,547.24,20.0,552.0,20.0,0.3653,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2154,549.4086,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,545.924987792969
SPY280121C01320000,0.2,1045.0,0.22,1045.0,0.1606,235.0,0.0,0.0053,0.0001,0.1569,-0.002,0.0494,0.2077,0.0,0.0,0.0,0.0,down,0.3,2026-08-28T09:44:03,0.0,0.219999998807907
SPY280121P01320000,557.23,20.0,562.0,20.0,0.3693,0.0,0.0,-1.0,0.0,0.0,0.0,-0.217,559.4015,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,555.920013427734
SPY280121C01330000,0.19,1049.0,0.2,1044.0,0.1615,1478.0,0.0,0.005,0.0001,0.1505,-0.0019,0.0471,0.1986,0.0,0.0,0.0,0.0,down,0.21,2026-09-11T13:18:24,0.0,0.204999998211861
SPY280121P01330000,567.23,20.0,572.0,20.0,0.3735,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2186,569.3944,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,565.915008544922
SPY280121C01340000,0.18,1045.0,0.19,1045.0,0.1628,4868.0,11.0,0.0048,0.0001,0.1446,-0.0019,0.0449,0.1903,-0.015,0.2,0.2,0.19,no_change,0.19,2026-09-14T10:43:36,-7.31707,0.204999998211861
SPY280121P01340000,577.22,20.0,582.0,20.0,0.3775,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2203,579.3874,0.0,0.0,0.0,0.0,down,652.0,2025-12-12T09:30:03,0.0,575.910003662109
SPY280121C01350000,0.17,1045.0,0.18,1045.0,0.1639,6.0,0.0,0.0046,0.0001,0.139,-0.0018,0.0429,0.1827,0.0,0.0,0.0,0.0,down,0.28,2026-07-24T15:17:51,0.0,0.185000002384186
SPY280121P01350000,587.21,20.0,592.0,20.0,0.3814,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2219,589.3803,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,585.910003662109
SPY280121C01360000,0.16,1050.0,0.17,1044.0,0.165,1.0,0.0,0.0044,0.0001,0.1338,-0.0018,0.0411,0.1757,0.0,0.0,0.0,0.0,down,0.22,2026-08-03T11:40:21,0.0,0.175000004470348
SPY280121P01360000,597.21,20.0,602.0,20.0,0.3855,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2236,599.3732,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,595.904998779297
SPY280121C01370000,0.15,1045.0,0.17,1045.0,0.1665,0.0,0.0,0.0042,0.0001,0.129,-0.0017,0.0393,0.1691,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,0.16499999910593
SPY280121P01370000,607.2,20.0,612.0,20.0,0.3894,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2252,609.3661,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,605.899993896484
SPY280121C01380000,0.14,1045.0,0.16,1044.0,0.1675,9.0,0.0,0.004,0.0001,0.1244,-0.0016,0.0377,0.1631,0.0,0.0,0.0,0.0,down,0.19,2026-08-25T10:02:50,0.0,0.155000001192093
SPY280121P01380000,617.19,20.0,622.0,20.0,0.3933,0.0,0.0,-1.0,0.0,0.0,0.0,-0.2268,619.359,0.0,0.0,0.0,0.0,no_change,0.0,,0.0,615.894989013672
